,DATE,BASEL_pleasant_weather,BELGRADE_pleasant_weather,BUDAPEST_pleasant_weather,DEBILT_pleasant_weather,DUSSELDORF_pleasant_weather,HEATHROW_pleasant_weather,KASSEL_pleasant_weather,LJUBLJANA_pleasant_weather,MAASTRICHT_pleasant_weather,MADRID_pleasant_weather,MUNCHENB_pleasant_weather,OSLO_pleasant_weather,SONNBLICK_pleasant_weather,STOCKHOLM_pleasant_weather,VALENTIA_pleasant_weather
9601,19860415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9602,19860416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9603,19860417,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9604,19860418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9605,19860419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9606,19860420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9607,19860421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9608,19860422,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9609,19860423,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9610,19860424,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9611,19860425,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9612,19860426,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9613,19860427,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9614,19860428,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9615,19860429,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9616,19860430,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9617,19860501,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0
9618,19860502,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0
9619,19860503,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
9620,19860504,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
9621,19860505,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0
9622,19860506,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
9623,19860507,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
9624,19860508,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9625,19860509,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9626,19860510,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
9627,19860511,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9628,19860512,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0
9629,19860513,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
9630,19860514,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
9631,19860515,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9632,19860516,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
9633,19860517,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0
9634,19860518,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
9635,19860519,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0
9636,19860520,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0
9637,19860521,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0
9638,19860522,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0
9639,19860523,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
9640,19860524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9641,19860525,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0
9642,19860526,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0
9643,19860527,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
9644,19860528,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9645,19860529,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9646,19860530,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9647,19860531,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
9648,19860601,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9649,19860602,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0
9650,19860603,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9651,19860604,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9652,19860605,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9653,19860606,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9654,19860607,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9655,19860608,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
9656,19860609,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0
9657,19860610,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0
9658,19860611,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9659,19860612,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
9660,19860613,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
9661,19860614,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
9662,19860615,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0
9663,19860616,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0
9664,19860617,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
9665,19860618,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0
9666,19860619,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0
9667,19860620,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
9668,19860621,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
9669,19860622,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0
9670,19860623,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
9671,19860624,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
9672,19860625,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
9673,19860626,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
9674,19860627,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1
9675,19860628,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
9676,19860629,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
9677,19860630,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0
9678,19860701,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
9679,19860702,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
9680,19860703,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
9681,19860704,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0
9682,19860705,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0
9683,19860706,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
9684,19860707,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9685,19860708,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
9686,19860709,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
9687,19860710,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
9688,19860711,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0
9689,19860712,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
9690,19860713,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0
9691,19860714,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0
9692,19860715,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
9693,19860716,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
9694,19860717,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0
9695,19860718,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
9696,19860719,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0
9697,19860720,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0
9698,19860721,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0
9699,19860722,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
9700,19860723,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
9701,19860724,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9702,19860725,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
9703,19860726,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0
9704,19860727,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
9705,19860728,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
9706,19860729,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
9707,19860730,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
9708,19860731,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0
9709,19860801,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0
9710,19860802,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
9711,19860803,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0
9712,19860804,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
9713,19860805,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
9714,19860806,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0
9715,19860807,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0
9716,19860808,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0
9717,19860809,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1
9718,19860810,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1
9719,19860811,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
9720,19860812,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0
9721,19860813,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
9722,19860814,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
9723,19860815,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0
9724,19860816,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
9725,19860817,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1
9726,19860818,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
9727,19860819,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9728,19860820,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
9729,19860821,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0
9730,19860822,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
9731,19860823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9732,19860824,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
9733,19860825,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0
9734,19860826,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
9735,19860827,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
9736,19860828,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9737,19860829,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9738,19860830,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
9739,19860831,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0
9740,19860901,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
9741,19860902,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
9742,19860903,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
9743,19860904,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
9744,19860905,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
9745,19860906,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0
9746,19860907,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
9747,19860908,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0
9748,19860909,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9749,19860910,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9750,19860911,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9751,19860912,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
9752,19860913,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
9753,19860914,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
9754,19860915,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9755,19860916,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9756,19860917,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9757,19860918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9758,19860919,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9759,19860920,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
9760,19860921,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
9761,19860922,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0
9762,19860923,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
9763,19860924,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
9764,19860925,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9765,19860926,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
9766,19860927,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
9767,19860928,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
9768,19860929,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1
9769,19860930,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
9770,19861001,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
9771,19861002,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
9772,19861003,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1
9773,19861004,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
9774,19861005,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
9775,19861006,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
9776,19861007,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0
9777,19861008,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
9778,19861009,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0
9779,19861010,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
9780,19861011,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
9781,19861012,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0
9782,19861013,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
9783,19861014,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0
9784,19861015,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9785,19861016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9786,19861017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9787,19861018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9788,19861019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,19861020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9790,19861021,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
9791,19861022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,19861023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9793,19861024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9794,19861025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9795,19861026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9796,19861027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9797,19861028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9798,19861029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9799,19861030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,19861031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9801,19861101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,19861102,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9803,19861103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9804,19861104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9805,19861105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9806,19861106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9807,19861107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9808,19861108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,19861109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9810,19861110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9811,19861111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9812,19861112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9813,19861113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,19861114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,19861115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9816,19861116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9817,19861117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9818,19861118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9819,19861119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9820,19861120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9821,19861121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9822,19861122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9823,19861123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9824,19861124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9825,19861125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9826,19861126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9827,19861127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9828,19861128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9829,19861129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9830,19861130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9831,19861201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9832,19861202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9833,19861203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9834,19861204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9835,19861205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9836,19861206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9837,19861207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9838,19861208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9839,19861209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9840,19861210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9841,19861211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9842,19861212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9843,19861213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9844,19861214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9845,19861215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9846,19861216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9847,19861217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9848,19861218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9849,19861219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9850,19861220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9851,19861221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9852,19861222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853,19861223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9854,19861224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9855,19861225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9856,19861226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9857,19861227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9858,19861228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9859,19861229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9860,19861230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9861,19861231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9862,19870101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9863,19870102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9864,19870103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9865,19870104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9866,19870105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9867,19870106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9868,19870107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9869,19870108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9870,19870109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9871,19870110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9872,19870111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9873,19870112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9874,19870113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9875,19870114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9876,19870115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9877,19870116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9878,19870117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9879,19870118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9880,19870119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9881,19870120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9882,19870121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9883,19870122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9884,19870123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9885,19870124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9886,19870125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9887,19870126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9888,19870127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9889,19870128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890,19870129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9891,19870130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9892,19870131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9893,19870201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9894,19870202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9895,19870203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9896,19870204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9897,19870205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9898,19870206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9899,19870207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9900,19870208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9901,19870209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9902,19870210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9903,19870211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,19870212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9905,19870213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9906,19870214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9907,19870215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9908,19870216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9909,19870217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9910,19870218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9911,19870219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9912,19870220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9913,19870221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9914,19870222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9915,19870223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9916,19870224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9917,19870225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9918,19870226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9919,19870227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9920,19870228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9921,19870301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9922,19870302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9923,19870303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9924,19870304,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9925,19870305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9926,19870306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9927,19870307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9928,19870308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9929,19870309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9930,19870310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9931,19870311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9932,19870312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9933,19870313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9934,19870314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9935,19870315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9936,19870316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9937,19870317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9938,19870318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9939,19870319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9940,19870320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9941,19870321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9942,19870322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9943,19870323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9944,19870324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9945,19870325,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9946,19870326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9947,19870327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9948,19870328,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9949,19870329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9950,19870330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9951,19870331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9952,19870401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9953,19870402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9954,19870403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9955,19870404,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9956,19870405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9957,19870406,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9958,19870407,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
9959,19870408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9960,19870409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9961,19870410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9962,19870411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9963,19870412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9964,19870413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9965,19870414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9966,19870415,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9967,19870416,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9968,19870417,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
9969,19870418,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
9970,19870419,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
9971,19870420,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9972,19870421,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
